nh	female	married	sepdiv	single	ownhh	white	black	hispan	mobility	age	yrsnh	ses	violence	control
311	1	0	0	1	0	0	1	0	2	22	1	-1.5647	293.17	199.92
311	1	1	0	0	1	0	0	1	0	40	12.1667	-1.6386	126.5	399.92
311	1	1	0	0	1	0	0	0	1	39	0.1667	0.6838	100.79	379.92
311	1	1	0	0	1	0	1	0	1	31	3.6153	0.5881	100.79	359.92
311	0	1	0	0	1	0	0	1	1	49	2	-1.9662	120.79	399.92
311	0	0	0	1	0	0	1	0	0	20	7	-1.2362	260.79	319.92
311	1	0	0	0	0	0	1	0	2	26	2	-0.8503	220.79	439.92
311	0	1	0	0	1	0	1	0	1	41	1	0.5892	120.79	479.92
311	1	0	1	0	0	0	1	0	2	41	6	-1.7056	100.79	439.92
311	0	1	0	0	1	0	0	1	3	27	0.3935	-0.3264	100.79	299.92
311	1	0	1	0	1	0	0	1	2	46	2	-1.2462	100.79	399.92
311	1	0	0	1	0	0	1	0	3	32	0.0833	0.521	NA	439.92
311	1	1	0	0	0	0	1	0	1	32	2	-0.3811	100.79	379.92
311	1	0	0	1	0	0	1	0	4	30	4	0.3328	100.79	499.92
311	0	0	1	0	0	0	1	0	2	50	0.25	-1.2789	180.79	399.92
311	1	0	0	0	0	0	1	0	1	65	0.5	-0.6283	105.19	499.92
311	1	1	0	0	1	0	0	1	0	38	10.25	-0.1593	283.19	422.98
311	0	1	0	0	0	0	1	0	2	25	1.0833	1.3177	383.19	359.92
312	0	0	0	1	0	0	1	0	2	23	0.1667	1.3562	NA	299.92
312	0	1	0	0	1	0	1	0	0	34	6.3333	2.199	NA	159.92
312	1	1	0	0	1	1	0	0	0	76	50	0.1516	100.79	499.92
312	0	1	0	0	1	0	1	0	1	35	3	1.2719	NA	299.92
312	0	1	0	0	0	0	1	0	1	28	1	-0.9802	100.79	259.92
312	1	1	0	0	1	0	1	0	0	42	9.8333	0.9179	140.79	319.92
312	1	0	0	1	1	0	1	0	6	24	1.25	1.8784	120.79	499.92
312	1	0	0	0	0	0	0	0	1	84	4	-0.3758	155.19	347.28
312	0	0	1	0	0	0	1	0	0	56	5.25	0.5434	370.6	439.92
312	1	1	0	0	0	0	0	1	1	22	4	-1.3493	120.79	419.92
312	0	1	0	0	1	0	0	0	0	78	47.1667	-0.8234	83.19	422.98
312	1	1	0	0	0	0	1	0	2	58	3	-0.2641	120.79	239.92
312	0	0	0	1	1	0	0	1	0	21	6.4167	-0.459	160.79	459.92
312	1	1	0	0	0	0	0	1	6	31	0.5	-0.7669	204.15	279.92
312	1	1	0	0	0	0	0	1	2	29	1.5	2.4008	200.79	279.92
312	0	1	0	0	0	1	0	0	1	25	5	-0.286	100.79	399.92
312	1	0	0	0	0	0	1	0	1	68	3.5	-2.5852	120.79	399.92
312	0	0	0	1	1	0	0	1	0	58	5.9292	-0.3427	100.79	419.92
313	0	1	0	0	0	0	0	1	3	25	2	1.0475	120.79	319.92
313	0	0	1	0	1	0	1	0	0	33	9.4167	1.3238	200.79	359.92
313	1	0	0	1	0	0	1	0	2	27	0.5833	0.1844	120.79	359.92
313	0	1	0	0	0	0	1	0	3	47	3.1667	-0.4567	140.79	499.92
313	1	0	0	1	1	0	0	1	0	26	21	1.2281	220.79	339.92
313	1	0	0	1	1	0	1	0	1	24	3.4167	2.2209	240.79	359.92
313	1	0	0	1	0	0	1	0	1	24	3.5	0.7149	240.79	179.92
313	1	0	0	0	0	0	1	0	2	24	1.3333	1.122	120.79	359.92
313	0	0	0	1	0	0	1	0	3	21	1.5	0.309	100.79	479.92
313	1	1	0	0	1	1	0	0	0	45	17.4167	-0.5316	220.79	339.92
313	0	0	0	0	0	0	0	0	2	31	1	1.479	400.79	139.92
313	1	1	0	0	0	1	0	0	0	67	32	-1.0171	240.79	199.92
313	1	0	1	0	1	0	1	0	0	45	6.5833	1.4091	211.13	419.92
313	1	0	0	1	1	0	1	0	1	44	1.75	2.3258	100.79	399.92
313	1	0	1	0	1	0	1	0	0	44	7.4167	1.4622	120.79	179.92
313	1	0	0	0	1	0	1	0	2	35	0.25	0.7587	NA	399.92
313	0	1	0	0	1	0	1	0	0	64	8	0.8994	160.31	399.92
313	1	0	0	0	0	0	1	0	1	64	4	-2.4532	213.59	339.92
313	0	0	1	0	0	0	1	0	2	39	0.25	1.3549	100.79	399.92
313	1	0	0	1	0	0	0	1	6	19	2	-0.9441	179.15	399.92
313	0	1	0	0	1	0	1	0	0	39	7	-0.3226	260.79	399.92
313	0	1	0	0	1	0	1	0	0	32	8.5833	-0.5697	200.79	399.92
313	1	1	0	0	1	0	1	0	1	42	5	0.0035	198.75	399.92
313	1	0	1	0	1	0	1	0	1	49	1.0833	-0.3065	103.94	319.92
313	0	0	1	0	1	1	0	0	1	51	1.25	1.8821	100.79	479.92
313	1	1	0	0	0	0	1	0	1	30	1	0.4393	140.79	379.92
313	1	0	0	1	0	0	1	0	2	21	0.6667	0.8429	140.79	319.92
313	0	0	0	0	0	0	1	0	2	36	9.2035	0.1185	100.79	359.92
313	1	0	0	0	0	0	0	0	1	90	0.0833	-1.3685	NA	322.98
313	1	0	0	1	1	0	0	1	0	22	7	1.5281	226.51	379.92
313	0	1	0	0	1	1	0	0	0	39	12	0.1095	240.79	399.92
313	1	0	0	1	0	0	0	1	0	48	5	-3.0121	240.79	359.92
313	0	1	0	0	1	0	1	0	0	46	5.5	0.7985	280.79	219.92
313	1	0	1	0	1	0	1	0	0	29	6.5	1.9949	220.79	199.92
313	1	1	0	0	1	0	1	0	0	41	5.5833	0.6849	180.79	319.92
313	1	0	0	1	0	0	1	0	2	38	0.4088	0.3585	220.79	399.92
313	0	0	1	0	1	1	0	0	1	31	3	1.1237	240.79	439.92
313	1	0	0	0	0	1	0	0	1	78	3	-1.8961	140.79	499.92
313	0	0	1	0	0	0	1	0	3	56	1	-0.045	140.79	399.92
313	1	1	0	0	1	1	0	0	0	67	43	-0.0092	160.79	339.92
313	1	0	1	0	0	0	1	0	1	65	3.0833	-0.1058	100.79	479.92
313	1	1	0	0	1	1	0	0	0	66	44.9167	-0.2452	220.79	359.92
313	1	0	0	0	0	0	1	0	0	31	4.6667	-0.7346	240.79	359.92
313	1	0	1	0	1	0	1	0	1	35	1	-0.7321	296.79	399.92
313	1	0	1	0	1	0	1	0	0	44	5	2.2832	260.79	239.92
313	0	0	0	1	1	0	1	0	0	36	9	-0.1539	140.79	499.92
314	1	1	0	0	0	0	1	0	2	48	2.3333	-0.9198	291.04	279.93
314	0	0	1	0	0	0	1	0	1	46	3	0.4381	160.79	419.93
314	0	1	0	0	1	0	1	0	0	62	19.3333	1.1627	140.79	459.93
314	0	0	1	0	1	0	0	1	7	35	0	2.5819	100.79	499.93
314	1	1	0	0	0	0	0	0	0	27	1.4527	0.1949	100.79	339.93
314	1	0	0	0	1	0	1	0	0	67	18.4167	-0.4879	140.79	339.93
314	1	0	0	1	0	0	1	0	6	35	0.0833	-1.3112	NA	319.93
314	1	1	0	0	1	0	1	0	2	36	1.362	2.5922	NA	299.93
314	1	1	0	0	1	1	0	0	0	71	50	2.0633	100.79	499.93
314	0	0	1	0	1	0	1	0	2	44	3	0.791	260.79	319.93
314	0	1	0	0	1	0	1	0	0	55	18.75	0.3448	266.04	319.93
314	0	0	1	0	1	0	1	0	0	45	20	-0.2203	100.79	319.93
314	1	0	0	1	1	0	1	0	0	49	18	0.6433	100.79	439.93
314	1	1	0	0	1	0	1	0	0	38	6	0.4393	140.79	459.93
314	0	0	0	1	1	0	1	0	1	20	3	-0.3391	200.79	339.93
314	0	0	1	0	0	0	1	0	1	29	1.1667	1.5267	140.79	459.93
314	1	0	1	0	0	0	1	0	0	49	12.5	-2.0042	340.79	279.93
314	0	1	0	0	1	0	1	0	0	57	18	1.2419	140.79	399.93
314	1	0	0	1	1	0	1	0	0	22	15	0.7576	224.39	359.93
314	0	1	0	0	1	0	1	0	0	58	18.8333	0.2237	100.79	299.93
314	1	0	1	0	1	1	0	0	0	62	10	-0.286	298.75	239.93
314	0	1	0	0	1	0	0	1	0	38	8.5833	-0.1915	340.79	419.93
314	0	0	0	1	1	0	0	1	0	45	15	0.8014	280.79	219.93
314	0	0	0	0	1	0	1	0	0	67	7	-0.0254	100.79	419.93
314	1	0	0	0	1	0	1	0	0	56	7	-0.4567	100.79	379.93
314	0	1	0	0	1	0	1	0	0	41	10	0.8803	160.79	479.93
314	0	1	0	0	1	0	1	0	0	44	7	1.2696	148.16	439.93
314	0	1	0	0	0	0	1	0	2	31	2.75	1.6431	184.62	299.93
314	1	1	0	0	0	0	1	0	1	32	4	1.2022	100.79	419.93
314	0	0	0	0	1	0	0	0	0	58	33.5986	0.548	373.75	219.93
314	1	0	0	1	0	0	1	0	2	23	1.25	-0.2332	120.79	399.93
314	0	0	0	0	1	0	1	0	0	62	8	-0.105	135.28	339.93
314	1	0	1	0	0	0	1	0	0	59	9	0.1084	148.75	359.93
314	0	1	0	0	0	0	1	0	2	31	1	-0.2457	140.79	339.93
314	1	0	1	0	1	0	1	0	0	60	15	-1.6236	120.79	419.93
314	1	0	0	0	1	0	1	0	2	45	4	1.6847	200.79	399.93
314	1	1	0	0	1	0	1	0	1	40	3.5	0.4082	180.79	399.93
314	1	0	1	0	1	0	1	0	0	38	18.5	-0.3839	180.79	399.93
314	1	0	1	0	1	0	1	0	0	73	7	0.2822	120.79	399.93
314	1	0	0	0	1	0	1	0	1	53	0.9167	0.0501	100.79	399.93
314	1	0	0	0	1	1	0	0	0	84	40	-1.0425	100.79	499.93
314	0	0	0	1	1	0	0	1	0	21	19	-0.3367	108.96	299.93
314	0	0	0	1	1	1	0	0	0	78	17	-0.161	83.2	322.98
314	1	0	0	0	1	0	1	0	0	59	18.3333	0.6423	100.79	459.93
315	1	1	0	0	1	1	0	0	0	49	5.3333	2.6245	NA	419.92
315	1	1	0	0	1	0	0	1	3	34	2.3489	-0.3846	180.79	379.92
315	0	1	0	0	1	0	0	1	1	29	4.5	0.8764	100.79	339.92
315	1	0	0	0	1	1	0	0	0	80	40.8333	-0.704	140.79	279.92
315	0	1	0	0	1	1	0	0	0	38	6.5833	1.3261	100.79	359.92
315	1	1	0	0	1	1	0	0	1	38	5	-0.1684	140.79	279.92
315	1	0	1	0	0	0	0	0	3	33	1	-0.8107	100.79	279.92
315	1	0	0	1	0	0	1	0	1	18	3.25	-0.6803	183.19	379.92
315	0	1	0	0	0	0	1	0	2	40	0.1667	-0.357	NA	299.92
315	0	1	0	0	0	0	1	0	3	35	1.8333	0.0439	200.79	319.92
315	0	0	0	0	0	1	0	0	3	86	1	0.0115	83.19	379.92
315	1	0	1	0	1	1	0	0	0	47	41	1.0804	105.19	419.92
315	1	0	0	0	1	1	0	0	0	71	6.0833	-0.1719	104.83	459.92
315	0	1	0	0	1	0	1	0	1	43	4	2.9335	83.19	222.98
315	1	0	0	0	0	1	0	0	0	80	17	0.1067	83.19	222.98
316	0	1	0	0	0	0	1	0	1	22	1	0.3425	400.79	299.92
316	1	0	0	1	0	0	1	0	1	43	4.5	-0.3823	391.04	299.92
316	1	0	0	0	1	0	1	0	0	47	25.5	1.4079	340.79	179.92
316	0	1	0	0	1	0	1	0	0	41	14	0.5892	300.79	279.92
316	1	1	0	0	0	0	1	0	0	60	34.5	-0.0487	300.79	299.92
316	0	1	0	0	1	0	1	0	0	66	21.5	-0.7553	293.17	319.92
316	0	0	1	0	0	0	1	0	2	66	2.5	-0.2233	291.04	299.92
316	0	1	0	0	1	0	1	0	0	87	34	-2.0123	300.79	239.92
316	1	0	1	0	1	0	1	0	0	51	20.6667	-0.1964	266.04	259.92
316	0	0	0	1	1	0	1	0	3	22	18	1.3676	293.17	279.92
316	0	1	0	0	1	0	1	0	0	68	20.5	-1.7398	NA	399.92
316	0	0	0	1	1	0	1	0	0	20	19.1667	-0.8522	260.79	359.92
316	1	0	0	0	0	0	1	0	1	47	4.0833	-1.0632	393.17	319.92
316	1	0	0	1	0	0	1	0	5	26	2	-0.2337	NA	379.92
316	0	0	0	1	0	0	1	0	2	21	0.1667	-1.769	300.79	159.92
316	1	0	0	1	0	0	1	0	2	30	0.5	-0.6824	160.79	459.92
316	0	0	0	1	0	0	1	0	0	39	5.75	0.332	100.79	439.92
316	1	0	0	1	0	0	1	0	2	28	2.6041	0.2518	240.79	199.92
316	1	0	1	0	0	0	1	0	3	46	1.6166	1.5682	220.79	199.92
316	1	0	0	1	0	0	1	0	0	19	14.0543	0.8814	220.79	199.92
316	0	1	0	0	0	0	1	0	2	43	0.25	0.6965	180.79	279.92
317	1	1	0	0	0	0	1	0	0	72	20.9167	-0.5881	300.79	319.92
317	0	0	1	0	1	0	1	0	0	76	12.4167	-0.842	259.84	219.92
317	1	1	0	0	0	0	1	0	1	48	3.9167	-0.6867	230.19	199.92
317	1	0	0	1	1	0	1	0	1	24	2.5	0.2064	400.79	299.92
317	0	0	1	0	0	0	1	0	1	24	7.2808	0.3759	NA	301.32
317	0	0	1	0	0	0	1	0	1	59	1	-0.5781	400.79	379.92
317	1	0	0	0	1	0	1	0	0	83	20	-0.9139	300.79	299.92
317	0	0	1	0	0	0	1	0	0	36	20.75	-2.3815	300.79	199.92
317	1	1	0	0	0	0	1	0	1	31	2	-0.2687	291.03	399.92
317	1	0	0	1	1	0	1	0	0	38	10	0.7202	100.79	399.92
317	1	0	0	0	0	0	1	0	1	30	2	1.1104	300.79	299.92
317	1	0	0	1	0	0	1	0	0	34	18	-1.6836	NA	399.92
317	1	0	0	1	0	0	1	0	1	45	1	-1.1405	200.79	399.92
317	1	0	0	1	0	0	1	0	2	21	0.5	-0.7541	280.79	299.92
317	1	0	0	0	1	0	1	0	0	45	21	-1.4516	220.79	399.92
317	1	1	0	0	0	0	1	0	0	52	6	0.5984	300.79	299.92
317	1	0	0	0	0	0	1	0	1	80	4	-1.6221	293.17	299.92
317	0	0	1	0	0	0	1	0	1	52	4	0.1939	293.17	379.92
317	1	0	0	1	0	0	1	0	0	31	18	1.3041	180.79	379.92
317	1	0	0	1	0	0	1	0	2	31	0.25	-0.4152	NA	139.92
317	1	0	0	1	0	0	1	0	2	19	4.0486	0.8805	200.79	299.92
317	1	0	0	0	1	0	1	0	2	65	13	-0.4305	160.79	399.92
317	1	1	0	0	1	0	1	0	1	33	1	-0.1257	100.79	399.92
317	1	1	0	0	1	0	1	0	0	47	15.5	-0.7823	140.79	399.92
317	1	1	0	0	1	0	1	0	0	29	5.2167	-1.0125	360.79	339.92
317	1	0	0	1	0	0	1	0	1	21	0.3333	-0.9814	120.79	399.92
318	1	0	0	0	0	0	1	0	0	91	43	-2.2108	300.79	299.92
318	0	0	1	0	1	0	1	0	0	62	24	0.1322	100.79	259.99
318	0	0	0	1	1	0	1	0	0	31	30.5	-0.2964	300.79	99.92
318	1	0	1	0	0	0	1	0	1	32	0.5833	-1.3642	400.79	299.92
318	0	0	0	1	0	0	1	0	4	29	2	-1.0681	83.19	359.92
318	0	1	0	0	1	0	1	0	0	69	33.5	-1.2536	300.79	299.92
318	0	1	0	0	1	0	1	0	0	70	37	-3.3315	291.03	339.92
318	1	0	0	0	1	0	1	0	0	61	7.3333	-1.6902	100.79	479.92
318	1	0	0	1	0	0	1	0	1	36	1	1.2084	120.79	359.92
318	1	1	0	0	1	0	1	0	0	65	21.5	-1.1234	129.83	199.92
318	1	0	1	0	0	0	1	0	1	51	6.1667	0.1084	200.79	199.92
318	0	0	0	0	1	0	1	0	0	81	46.75	1.9066	NA	419.92
318	0	0	0	1	0	0	1	0	0	22	21	1.3353	340.79	119.92
318	0	0	1	0	0	0	1	0	0	56	29.0833	1.8784	200.79	379.92
318	1	0	0	1	1	0	1	0	0	49	8.6667	-0.1257	100.79	499.92
318	1	1	0	0	1	0	1	0	0	48	27	0.1303	300.79	299.92
318	0	1	0	0	0	0	1	0	1	55	5	-0.4371	183.9	359.92
318	1	0	0	0	0	0	1	0	0	55	8.4167	-0.4246	180.79	379.92
318	1	1	0	0	1	0	1	0	0	65	23	-0.7415	160.79	399.92
318	1	0	0	1	0	0	1	0	0	21	21	-0.4901	300.79	299.92
318	1	0	1	0	0	0	1	0	1	42	0.5833	0.9917	160.79	299.92
318	1	1	0	0	0	0	1	0	2	37	3.25	-0.1603	240.79	199.92
318	0	1	0	0	1	0	1	0	0	39	12	0.482	220.79	259.92
318	1	1	0	0	1	0	1	0	0	44	15.5	-0.1672	305.18	319.92
319	1	0	1	0	0	0	1	0	0	74	23.3333	-0.3435	NA	339.92
319	1	0	0	1	0	0	1	0	0	23	6.1667	-0.2604	191.04	319.92
319	1	1	0	0	0	0	1	0	1	37	2	-1.0125	180.79	339.92
319	0	1	0	0	0	0	1	0	1	47	3.8333	-0.0508	203.94	399.92
319	0	0	0	0	0	0	1	0	0	51	23.75	-1.0229	140.79	419.92
319	0	0	0	1	0	0	1	0	7	20	4.25	-0.489	240.79	279.92
319	0	1	0	0	1	0	1	0	0	86	54	-0.0491	120.79	399.92
319	1	0	0	1	0	0	1	0	1	50	1.25	-0.8996	300.79	359.92
319	1	0	0	1	0	0	1	0	1	31	0.5	-1.6978	193.17	319.92
319	1	1	0	0	1	0	1	0	0	75	25	-1.8782	120.79	459.92
319	0	0	0	1	1	0	1	0	0	30	29.0833	2.3697	300.79	279.92
319	1	0	1	0	0	0	1	0	1	38	1.1667	-0.4567	300.79	419.92
319	1	0	0	0	1	0	1	0	0	75	25.75	-1.3079	137.27	359.92
319	0	1	0	0	1	0	1	0	3	32	1.25	1.5264	291.04	199.92
319	0	0	0	1	1	0	1	0	0	42	16	-0.0727	300.79	299.92
319	1	0	1	0	0	0	1	0	1	29	1	-0.3726	300.79	299.92
319	0	0	1	0	0	0	1	0	1	55	2	-0.5836	293.17	359.92
319	0	1	0	0	1	0	1	0	0	47	25	1.1554	103.94	299.92
319	1	1	0	0	1	0	1	0	0	60	20	-0.4671	291.04	399.92
319	1	1	0	0	0	0	1	0	2	37	1.1667	0.3978	260.79	199.92
320	1	0	0	1	0	0	1	0	0	37	5	-0.9435	100.79	339.92
320	1	0	0	0	0	0	1	0	0	55	10	-0.9613	100.79	419.92
320	0	0	0	1	0	0	1	0	0	40	10	0.2235	NA	299.92
320	0	0	0	1	1	0	1	0	0	42	3	0.0074	100.79	379.92
320	0	1	0	0	1	0	1	0	0	37	35	-0.3711	NA	359.92
320	0	1	0	0	1	0	1	0	0	52	13	-0.0171	NA	299.92
320	0	0	1	0	0	0	1	0	2	54	2.5	-0.2621	100.79	359.92
320	1	0	1	0	1	0	1	0	0	35	21	2.1832	100.79	459.92
320	1	0	1	0	1	0	1	0	0	53	18	-0.8749	NA	299.92
320	1	0	0	1	0	0	1	0	0	42	6	-0.9646	391.03	99.92
320	1	0	1	0	0	0	1	0	1	31	2.5	-0.7764	240.79	499.92
320	0	0	0	1	0	0	1	0	0	38	5.5	0.1698	NA	419.92
320	1	0	1	0	1	0	1	0	0	26	18	0.3495	240.79	499.92
320	1	0	0	0	1	0	1	0	0	49	6.8333	-0.8925	85.28	199.92
320	1	1	0	0	1	0	1	0	0	68	23.8333	1.1994	383.19	179.92
320	1	1	0	0	1	0	1	0	0	49	9.8333	0.4858	100.79	259.92
320	1	0	1	0	1	0	1	0	0	47	7.4167	-1.1186	100.79	339.92
320	1	0	1	0	0	0	1	0	0	40	5.75	0.0704	240.79	179.92
320	1	0	1	0	0	0	1	0	0	65	19.1667	0.2884	341.03	179.92
320	0	0	0	1	1	0	1	0	0	28	23	-0.8753	220.79	299.92
320	1	0	0	0	1	0	1	0	0	45	7	0.4233	140.79	499.92
320	0	1	0	0	1	0	1	0	0	33	6.4167	-0.2952	NA	499.92
320	1	0	0	0	1	0	1	0	0	70	7.75	-0.4255	240.79	259.92
320	0	1	0	0	1	0	1	0	0	79	27	-1.9361	293.17	499.92
320	1	0	1	0	1	0	1	0	0	58	13	-1.0252	220.79	359.92
320	1	0	0	0	1	0	1	0	0	65	24	-1.1462	120.79	459.92
320	1	0	1	0	1	0	1	0	0	52	25	0.3075	140.79	459.92
320	1	0	1	0	1	0	1	0	0	33	23.5	-0.1083	120.79	479.92
320	1	0	1	0	1	0	1	0	0	60	25.75	0.0195	100.79	399.92
320	1	0	0	1	1	0	1	0	0	27	8	-0.7177	83.19	399.92
320	0	0	0	0	1	0	1	0	0	76	24.0833	-1.659	100.79	359.92
320	1	0	0	0	1	0	1	0	0	42	10.75	-0.873	160.79	439.92
320	1	0	0	1	0	0	1	0	0	29	6.0833	0.6145	360.79	199.92
320	1	1	0	0	0	0	1	0	0	45	6	0.894	100.79	439.92
320	1	0	0	1	1	0	1	0	0	34	6	0.8392	100.79	359.92
320	0	0	0	0	0	0	1	0	0	69	5.5	-1.3005	300.79	199.92
320	1	0	0	0	1	0	1	0	0	84	31.4167	-0.7968	100.79	479.92
320	1	1	0	0	1	0	1	0	0	49	25	1.8835	100.79	399.92
320	0	1	0	0	1	0	1	0	0	51	25	-0.3321	100.79	379.92
320	0	0	0	1	0	0	1	0	0	42	24	-0.616	NA	419.92
320	1	0	0	1	1	0	1	0	0	28	20.5833	-1.1821	320.79	499.92
320	1	0	0	0	0	0	1	0	0	42	7	-0.8961	100.79	339.92
320	1	0	0	1	0	0	1	0	0	29	4	0.4951	100.79	359.92
320	1	1	0	0	0	0	1	0	0	37	8.8333	0.051	140.79	419.92
320	0	1	0	0	0	0	1	0	0	51	7	-0.8481	100.79	299.92
320	1	1	0	0	1	0	1	0	1	35	0.6667	2.3409	100.79	299.92
320	1	0	0	0	1	0	1	0	0	73	26.5	-0.3595	NA	299.92
320	0	1	0	0	1	0	1	0	1	31	3	1.5406	280.79	99.92
320	1	0	0	1	0	0	1	0	0	22	22	-1.1813	140.79	459.92
320	1	0	0	1	1	0	1	0	0	22	20.1667	-1.5341	293.17	179.92
320	1	0	0	0	1	0	1	0	0	66	25.5833	-0.6284	220.79	419.92
320	1	0	1	0	0	0	1	0	0	51	10	-0.4624	205.19	179.92
320	1	0	0	0	1	0	1	0	0	81	21.9167	-0.2019	120.79	339.92
320	0	0	1	0	0	0	1	0	4	30	2.2195	0.0392	160.79	439.92
320	0	0	1	0	0	0	1	0	0	56	7.1667	-1.0095	220.79	239.92
321	0	0	1	0	1	0	1	0	0	67	18.5	-0.8943	298.16	279.92
321	1	0	1	0	0	0	1	0	2	45	0.5833	-1.7482	160.79	339.92
321	0	0	1	0	0	0	1	0	1	35	2.3333	-0.4037	226.5	319.92
321	0	1	0	0	1	0	1	0	0	55	20.9167	0.3332	100.79	159.92
321	1	1	0	0	0	0	1	0	0	37	17.5	1.4768	279.83	319.92
321	1	0	1	0	1	0	1	0	3	39	19	-1.3642	300.79	179.92
321	1	1	0	0	1	0	1	0	0	52	19.1667	-0.3506	320.79	399.92
321	1	1	0	0	1	0	1	0	0	71	28.0833	-1.1504	340.79	319.92
321	0	0	0	1	1	0	1	0	0	26	16.9167	1.8693	320.79	299.92
321	0	0	0	1	0	0	1	0	1	33	0.0833	-1.4484	NA	319.92
321	1	1	0	0	1	0	1	0	0	62	23	-0.3183	391.03	99.92
321	1	0	0	1	0	0	1	0	0	37	8	-0.4205	220.79	339.92
321	1	0	0	1	0	0	1	0	1	58	2	-0.2664	183.9	219.92
321	1	0	0	0	0	0	1	0	0	75	10	-0.7682	226.5	339.92
321	1	0	0	0	1	0	1	0	0	58	23.6667	2.0364	100.79	439.92
321	0	0	0	1	1	0	1	0	0	22	8.3333	-0.512	120.79	439.92
321	1	0	0	1	1	0	1	0	0	21	11	0.2795	160.79	379.92
321	1	0	1	0	1	0	1	0	0	43	9.25	2.8379	160.79	399.92
321	0	1	0	0	1	0	1	0	0	44	11.4167	-0.2745	180.79	399.92
321	0	0	0	1	0	0	1	0	0	25	25	-0.79	300.79	179.92
321	0	0	1	0	1	0	1	0	0	59	23	1.6974	120.79	399.92
322	1	0	1	0	1	0	1	0	0	51	24.5	0.1279	385.05	139.92
322	1	0	0	0	1	0	1	0	0	80	33	-1.5195	100.79	479.92
322	1	1	0	0	0	0	0	0	0	37	8.5	-1.1194	180.79	439.92
322	1	0	1	0	1	0	1	0	0	63	10	0.9347	NA	379.92
322	0	0	0	0	1	0	1	0	0	33	25	-2.1031	193.17	359.92
322	0	1	0	0	1	0	1	0	0	66	20	-1.6497	300.79	299.92
322	1	0	0	1	0	0	1	0	0	32	6	-0.5858	100.79	399.92
322	1	1	0	0	1	0	1	0	0	63	26	0.407	200.79	499.92
322	0	0	0	1	0	0	1	0	1	23	0.5	-0.887	300.79	299.92
322	0	0	0	0	0	0	1	0	1	81	2	-1.2172	NA	299.92
322	1	0	1	0	1	0	1	0	0	58	23.5	1.5015	NA	419.92
322	1	0	1	0	0	0	1	0	1	40	3	0.0519	284.61	379.92
322	1	0	0	1	0	0	1	0	0	19	6.3333	0.4289	240.79	319.92
322	1	1	0	0	0	0	1	0	1	32	1.7671	-0.207	220.79	299.92
322	1	0	1	0	0	0	1	0	0	40	15	-1.1302	220.79	219.92
322	1	0	0	0	1	0	0	0	0	74	25	-1.194	200.79	339.92
322	1	0	0	1	1	0	1	0	0	23	23	0.6607	180.79	359.92
322	1	0	0	1	0	0	1	0	1	30	21.5	0.6204	320.79	439.92
322	0	0	0	1	1	0	1	0	2	25	1	-0.8522	100.79	339.92
322	1	0	0	1	0	0	1	0	1	19	3.5833	-0.0416	259.84	199.92
323	0	0	0	1	1	0	1	0	0	20	8.9167	-1.5995	140.79	499.93
323	0	1	0	0	1	0	1	0	0	79	21	-1.062	100.79	339.93
323	1	0	0	1	1	0	1	0	0	21	15.3333	-0.9387	380.79	179.93
323	0	0	0	1	1	0	1	0	0	20	30.9167	-1.1302	340.79	239.93
323	0	0	1	0	1	0	1	0	0	35	15.5	-1.2581	341.04	199.93
323	1	0	0	1	1	0	1	0	0	29	4	-1.0875	260.79	399.93
323	0	1	0	0	1	0	1	0	0	42	9	1.3157	NA	499.93
323	0	0	1	0	1	0	1	0	0	54	10.4167	-0.0508	340.79	99.93
323	0	1	0	0	1	0	1	0	0	42	8	2.4239	360.79	399.93
323	1	0	0	1	0	0	1	0	1	40	40.1667	1.5383	200.79	459.93
323	1	1	0	0	1	0	0	0	0	43	6	-0.9224	160.79	319.93
323	1	0	1	0	0	0	1	0	0	47	6.1667	0.0517	200.79	379.93
323	0	1	0	0	0	0	1	0	3	26	0.1667	0.1828	NA	299.93
323	0	0	1	0	1	0	1	0	0	48	25	0.8037	100.79	499.93
323	1	0	1	0	0	0	1	0	0	48	6.4167	0.9347	240.79	199.93
323	0	0	0	0	0	0	1	0	0	38	5	1.2127	198.75	379.93
323	0	1	0	0	1	0	1	0	0	56	25	1.3037	100.79	379.93
323	1	0	0	0	0	0	1	0	0	51	10	-1.0816	100.79	339.93
323	1	0	1	0	1	1	0	0	0	46	13.0833	0.3742	100.79	399.93
323	1	0	0	1	1	0	1	0	0	41	5	-1.8543	100.79	359.93
323	1	1	0	0	1	0	1	0	0	73	3	-0.9543	NA	299.93
323	0	1	0	0	1	0	1	0	1	29	2	1.3365	NA	439.93
323	1	0	0	1	1	0	1	0	0	55	17.5	0.1117	100.79	399.93
323	1	0	0	0	1	0	0	1	0	52	21	0.3425	NA	339.93
324	1	0	0	0	1	0	1	0	0	69	39.25	-0.5551	200.79	399.92
324	1	0	1	0	0	0	1	0	1	70	4.0833	1.1067	160.79	159.92
324	1	0	0	0	0	0	1	0	0	75	6.6667	-1.0793	280.19	279.92
324	1	0	1	0	1	0	1	0	0	53	9.9167	1.2788	340.79	359.92
324	1	1	0	0	1	0	1	0	0	66	35	0.4485	354.15	419.92
324	1	0	1	0	0	0	1	0	0	33	32	-1.2678	340.79	339.92
324	1	0	0	1	1	0	1	0	0	25	5	-1.1728	NA	399.92
324	1	0	0	0	1	0	1	0	0	76	41	-1.0927	NA	399.92
